geneENSTID	geneName	geneEntrezID	geneUniProtID
ENSMUSG00000022853	Ehhadh	74147	Q9DBM2
ENSMUSG00000066652	Lefty2	320202	P57785
ENSMUSG00000033545	Znrf1	170737	Q91V17
ENSMUSG00000003644	Rps6ka1	20111	P18653
ENSMUSG00000033411	Ctdspl2	329506	Q8BG15
ENSMUSG00000029201	Ugdh	22235	O70475
ENSMUSG00000000441	Raf1	110157	Q99N57
ENSMUSG00000015467	Egfl8	81701	Q6GUQ1
ENSMUSG00000031898	Dpep3	71854	Q9DA79
ENSMUSG00000029804	Herc3	73998	
ENSMUSG00000026811	St6galnac6	50935	Q9JM95
ENSMUSG00000033161	Atp1a1	11928	Q8VDN2
ENSMUSG00000032808	Cyp2c38	13097	P56655
ENSMUSG00000060671	Atp8b2	54667	P98199
ENSMUSG00000040502	Marchf9	216438	Q3TZ87
ENSMUSG00000022897	Dyrk1a	13548	Q61214
ENSMUSG00000025003	Cyp2c39	13098	P56656
ENSMUSG00000000340	Dbt	13171	P53395
ENSMUSG00000021646	Mccc2	78038	Q3ULD5
ENSMUSG00000040660	Cyp2b9	13094	P12790
ENSMUSG00000039372	Marchf4	381270	Q80TE3
ENSMUSG00000029777	Gars	353172	Q9CZD3
ENSMUSG00000055373	Fut9	14348	O88819
ENSMUSG00000033610	Pank1	75735	Q8K4K6
ENSMUSG00000090171	Ugt1a2	22236	P70691
ENSMUSG00000027579	Srms	20811	
ENSMUSG00000032314	Etfa	110842	Q99LC5
ENSMUSG00000028309	Rnf20	109331	Q5DTM8
ENSMUSG00000004070	Hmox2	15369	O70252
ENSMUSG00000059456	Ptk2b	19229	Q9QVP9
ENSMUSG00000041135	Ripk2	192656	P58801
ENSMUSG00000032537	Ephb1	270190	Q8CBF3
ENSMUSG00000018906	P4ha2	18452	Q60716
ENSMUSG00000022867	Usp25	30940	P57080
ENSMUSG00000030890	Ilk	16202	O55222
ENSMUSG00000033596	Rfwd3	234736	Q8CIK8
ENSMUSG00000055368	Slc6a2	20538	O55192
ENSMUSG00000037926	Ssh2	237860	Q5SW75
ENSMUSG00000036401	Glt6d1	71103	Q2NKH9
ENSMUSG00000018459	Slc13a3	114644	Q91Y63
ENSMUSG00000020102	Slc16a7	20503	O70451
ENSMUSG00000003665	Has1	15116	Q61647
ENSMUSG00000024953	Prdx5	54683	P99029
ENSMUSG00000052151	Plpp2	50784	Q9DAX2
ENSMUSG00000038296	Galnt18	233733	Q8K1B9
ENSMUSG00000020253	Ppm1m	67905	
ENSMUSG00000027363	Usp8	84092	Q80U87
ENSMUSG00000034450	Gulo	268756	P58710
ENSMUSG00000024454	Hdac3	15183	
ENSMUSG00000059316	Slc27a4	26569	Q91VE0
ENSMUSG00000037111	Setd7	73251	Q8VHL1
ENSMUSG00000026035	Ppil3	70225	Q9D6L8
ENSMUSG00000003526	Prodh	19125	Q9WU79
ENSMUSG00000020097	Sgpl1	20397	Q8R0X7
ENSMUSG00000020385	Clk4	12750	O35493
ENSMUSG00000042167	Tent2	100715	Q91YI6
ENSMUSG00000039740	Alg2	56737	Q9DBE8
ENSMUSG00000038754	Elovl3	12686	O35949
ENSMUSG00000024776	Stambpl1	76630	Q76N33
ENSMUSG00000049734	Trex1	22040	Q91XB0
ENSMUSG00000057897	Camk2b	12323	P28652
ENSMUSG00000051956	Rnf133	386611	Q14B02
ENSMUSG00000030779	Rbbp6	19647	P97868
ENSMUSG00000035953	Pip4p1	219024	Q3TWL2
ENSMUSG00000032083	Apoa1	11806	Q00623
ENSMUSG00000027397	Slc20a1	20515	Q61609
ENSMUSG00000057880	Abat	268860	P61922
ENSMUSG00000074892	B3galt5	93961	Q9JI67
ENSMUSG00000027272	Ubr1	22222	O70481
ENSMUSG00000052234	Epx	13861	P49290
ENSMUSG00000064120	Mocs1	56738	Q5RKZ7
ENSMUSG00000028099	Polr3c	74414	Q9D483
ENSMUSG00000056836	Gm6851		
ENSMUSG00000004798	Ulk2	29869	Q9QY01
ENSMUSG00000006906	Stambp	70527	Q9CQ26
ENSMUSG00000032044	Rpusd4	71989	Q9CWX4
ENSMUSG00000063410	Stk24	223255	Q99KH8
ENSMUSG00000044573	Acp1	11431	Q9D358
ENSMUSG00000018932	Map2k3	26397	O09110
ENSMUSG00000021276	Cinp	67236	Q9D0V8
ENSMUSG00000009772	Nuak2	74137	Q8BZN4
ENSMUSG00000020736	Nt5c	50773	Q9JM14
ENSMUSG00000022477	Aco2	11429	Q99KI0
ENSMUSG00000005681	Apoa2	11807	P09813
ENSMUSG00000003355	Fkbp11	66120	Q9D1M7
ENSMUSG00000015243	Abca1	11303	P41233
ENSMUSG00000054469	Lclat1	225010	Q3UN02
ENSMUSG00000001225	Slc26a3	13487	Q9WVC8
ENSMUSG00000040918	Slc19a2	116914	Q9EQN9
ENSMUSG00000063760	Rnf217	268291	D3YYI7
ENSMUSG00000007038	Neu1	18010	O35657
ENSMUSG00000000805	Car4	12351	Q64444
ENSMUSG00000068748	Ptprz1	19283	B9EKR1
ENSMUSG00000034112	Atp2c2	69047	A7L9Z8
ENSMUSG00000000339	Rtca	66368	Q9D7H3
ENSMUSG00000030854	Ptpn5	19259	P54830
ENSMUSG00000017286	Glod4	67201	Q9CPV4
ENSMUSG00000024132	Eci1	13177	P42125
ENSMUSG00000029053	Prkcz	18762	Q02956
ENSMUSG00000015027	Galns	50917	Q571E4
ENSMUSG00000020284	Cfap410	67884	Q8C6G1
ENSMUSG00000020974	Pole2	18974	O54956
ENSMUSG00000047379	B4gat1	108902	Q8BWP8
ENSMUSG00000032383	Ppib	19035	P24369
ENSMUSG00000015711	Prune1	229589	Q8BIW1
ENSMUSG00000039728	Slc6a5	104245	
ENSMUSG00000020448	Rnf185	193670	Q91YT2
ENSMUSG00000028719	Cmpk1	66588	
ENSMUSG00000049225	Pdp1	381511	Q3UV70
ENSMUSG00000002416	Ndufb2	68198	Q9CPU2
ENSMUSG00000078651	Aoc2	237940	Q812C9
ENSMUSG00000029314	Gpat3	231510	Q8C0N2
ENSMUSG00000033427	Upb1	103149	Q8VC97
ENSMUSG00000037525	Bcdin3d	75284	Q91YP1
ENSMUSG00000044499	Hs3st5	319415	Q8BSL4
ENSMUSG00000030541	Idh2	269951	P54071
ENSMUSG00000031834	Pik3r2	18709	O08908
ENSMUSG00000066150	Slc31a1	20529	Q8K211
ENSMUSG00000015536	Mocs2	17434	
ENSMUSG00000031540	Kat6a	244349	
ENSMUSG00000025477	Inpp5a	212111	Q7TNC9
ENSMUSG00000070719	Pla2g4d	78390	Q50L43
ENSMUSG00000023122	Sult1c2	69083	Q9D939
ENSMUSG00000022031	Elp3	74195	Q9CZX0
ENSMUSG00000024910	Ctsw	13041	P56203
ENSMUSG00000001127	Araf	11836	P04627
ENSMUSG00000018042	Cyb5r3	109754	Q9DCN2
ENSMUSG00000018209	Stk4	58231	Q9JI11
ENSMUSG00000015120	Ube2i	22196	P63280
ENSMUSG00000018924	Alox15	11687	P39654
ENSMUSG00000059146	Ntrk3	18213;414121	Q6VNS1
ENSMUSG00000051483	Cbr1	12408	P48758
ENSMUSG00000042807	Hecw2	329152	Q6I6G8
ENSMUSG00000020190	Mknk2	17347	Q8CDB0
ENSMUSG00000024121	Atp6v0c	11984	P63082
ENSMUSG00000045521	Tssk2	22115	O54863
ENSMUSG00000047161	Chst9	71367	Q76EC5
ENSMUSG00000006395	Hyi		
ENSMUSG00000032602	Slc25a20	57279	Q9Z2Z6
ENSMUSG00000062209	Erbb4	13869	Q61527
ENSMUSG00000029788	Cpa5	74649	Q8R4H4
ENSMUSG00000037656	Slc20a2	20516	Q80UP8
ENSMUSG00000050822	Slc29a4	243328	Q8R139
ENSMUSG00000028125	Abca4	11304	O35600
ENSMUSG00000037003	Tns2	209039	Q8CGB6
ENSMUSG00000039509	Nup133	234865	Q8R0G9
ENSMUSG00000025963	Mdh1b	76668	Q5F204
ENSMUSG00000028011	Tdo2	56720	P48776
ENSMUSG00000016018	Mtrex	72198	Q9CZU3
ENSMUSG00000028514	Usp24	329908	B1AY13
ENSMUSG00000032854	Ugt8a	22239	Q64676
ENSMUSG00000038644	Pold1	18971	P52431
ENSMUSG00000030801	Kat8	67773	Q9D1P2
ENSMUSG00000025270	Alas2	11656	P08680
ENSMUSG00000044367	Slc16a13	69309	Q8CE94
ENSMUSG00000025453	Nnt	18115	
ENSMUSG00000027790	Sis	69983	
ENSMUSG00000038007	Acer2	230379	Q8VD53
ENSMUSG00000034761	Map4k5	399510	Q8BPM2
ENSMUSG00000022453	Naga	17939	Q9QWR8
ENSMUSG00000030695	Aldoa	11674	P05064
ENSMUSG00000033773	Rpap2	231571	Q8VC34
ENSMUSG00000029674	Limk1	16885	P53668
ENSMUSG00000025527	Satl1	73809	Q9D5N8
ENSMUSG00000013160	Atp6v0d1	11972	P51863
ENSMUSG00000026784	Pdss1	56075	Q33DR2
ENSMUSG00000033526	Ppip5k1	327655	A2ARP1
ENSMUSG00000019843	Fyn	14360	P39688
ENSMUSG00000003119	Cdk12	69131	Q14AX6
ENSMUSG00000032295	Man2c1	73744	Q91W89
ENSMUSG00000034853	Acot11	329910	Q8VHQ9
ENSMUSG00000038665	Dgki	320127	
ENSMUSG00000020899	Pfas	237823	Q5SUR0
ENSMUSG00000033629	Hacd3	57874	Q8K2C9
ENSMUSG00000021464	Ror2	26564	Q9Z138
ENSMUSG00000059263	Usp47	74996	Q8BY87
ENSMUSG00000037370	Enpp1	18605	
ENSMUSG00000083282	Ctsf	56464	Q9R013
ENSMUSG00000067144	Slc22a7	108114	
ENSMUSG00000031292	Cdkl5	382253	Q3UTQ8
ENSMUSG00000022040	Ephx2	13850	P34914
ENSMUSG00000031574	Star	20845	P51557
ENSMUSG00000023073	Slc10a2	20494	P70172
ENSMUSG00000042308	Setd1a	233904	E9PYH6
ENSMUSG00000039047	Pigk	329777	Q9CXY9
ENSMUSG00000042428	Mgat3	17309	
ENSMUSG00000026307	Scly	50880	
ENSMUSG00000024403	Atp6v1g2	66237	Q9WTT4
ENSMUSG00000003053	Cyp2c29	13095	Q64458
ENSMUSG00000036199	Ndufa13	67184	Q9ERS2
ENSMUSG00000033439	Trmt13	229780	Q8BYH3
ENSMUSG00000044340	Phlpp1	98432	Q8CHE4
ENSMUSG00000050370	Ch25h	12642	Q9Z0F5
ENSMUSG00000032171	Pin1	23988	Q9QUR7
ENSMUSG00000034552	Zswim2	71861	Q9D9X6
ENSMUSG00000080896	Gm14567		
ENSMUSG00000038384	Setd1b	208043	Q8CFT2
ENSMUSG00000089917	Uckl1	68556	Q91YL3
ENSMUSG00000032547	Ryk	20187	Q01887
ENSMUSG00000026817	Ak1	11636	Q9R0Y5
ENSMUSG00000007891	Ctsd	13033	P18242
ENSMUSG00000024789	Jak2	16452	
ENSMUSG00000043300	B3galnt1	26879	Q920V1
ENSMUSG00000007029	Vars	22321	Q9Z1Q9
ENSMUSG00000031173	Otc	18416	P11725
ENSMUSG00000049882	Vcpkmt	207965	Q8C436
ENSMUSG00000033953	Ppp3r1	19058	Q63810
ENSMUSG00000022066	Entpd4b	100862375	Q9DBT4
ENSMUSG00000033793	Atp6v1h	108664	Q8BVE3
ENSMUSG00000024213	Nudt3	56409	Q9JI46
ENSMUSG00000028614	Ndc1	72787	Q8VCB1
ENSMUSG00000048120	Entpd1	12495	P55772
ENSMUSG00000022304	Dpys	64705	Q9EQF5
ENSMUSG00000032047	Acat1	110446	Q8QZT1
ENSMUSG00000029283	Cdc7	12545	Q9Z0H0
ENSMUSG00000021363	Mak	17152	Q04859
ENSMUSG00000024052	Lpin2	64898	Q99PI5
ENSMUSG00000050304	Slc25a2	83885	
ENSMUSG00000005102	Eif2ak4	27103	Q9QZ05
ENSMUSG00000034135	Sik3	70661	
ENSMUSG00000025212	Sfxn3	94280	Q91V61
ENSMUSG00000116207	Nnt		
ENSMUSG00000004127	Trmt10a	108943	
ENSMUSG00000036646	Man1b1	227619	A2AJ15
ENSMUSG00000079445	B3gnt7	227327	Q8K0J2
ENSMUSG00000021987	Mtmr6	219135	Q8VE11
ENSMUSG00000020629	Adi1	104923	Q99JT9
ENSMUSG00000005514	Por	18984	P37040
ENSMUSG00000028969	Cdk5	12568	P49615
ENSMUSG00000073792	Alg6	320438	Q3TAE8
ENSMUSG00000048142	Nat8l	269642	
ENSMUSG00000030088	Aldh1l1	107747	Q8R0Y6
ENSMUSG00000021760	Gpx8	69590	Q9D7B7
ENSMUSG00000021504	B4galt7	218271	Q8R087
ENSMUSG00000091415	Ak9	633979	
ENSMUSG00000024866	Acy3	71670	Q91XE4
ENSMUSG00000011752	Pgam1	18648	Q9DBJ1
ENSMUSG00000049553	Polr1a	20019	O35134
ENSMUSG00000032380	Dapk2	13143	Q8VDF3
ENSMUSG00000100241	Slc18a3	20508	
ENSMUSG00000042250	Pglyrp4	384997	Q0VB07
ENSMUSG00000025161	Slc16a3	80879	P57787
ENSMUSG00000052889	Prkcb	18751	P68404
ENSMUSG00000003731	Kpna6	16650	O35345
ENSMUSG00000026198	Abcb6	74104	Q9DC29
ENSMUSG00000021413	Prpf4b	19134	Q61136
ENSMUSG00000022450	Ndufa6	67130	Q9CQZ5
ENSMUSG00000019943	Atp2b1	67972	G5E829
ENSMUSG00000002329	Mdp1	67881	Q9D967
ENSMUSG00000005413	Hmox1	15368	P14901
ENSMUSG00000062604	Srpk2	20817	
ENSMUSG00000032640	Chsy1	269941	Q6ZQ11
ENSMUSG00000060288	Ppih	66101	Q9D868
ENSMUSG00000012017	Scarf2	224024	P59222
ENSMUSG00000029454	Mapkapk5	17165	O54992
ENSMUSG00000090083	Rnf8	58230	Q8VC56
ENSMUSG00000037089	Slc35b2	73836	Q91ZN5
ENSMUSG00000030657	Xylt1	233781	
ENSMUSG00000005667	Mthfd2	17768	P18155
ENSMUSG00000054455	Vapb	56491	
ENSMUSG00000002028	Kmt2a	214162	P55200
ENSMUSG00000053286	Trmt1l	98685	
ENSMUSG00000020612	Prkar1a	19084	Q9DBC7
ENSMUSG00000024096	Ralbp1	19765	Q62172
ENSMUSG00000037797	Adh4	26876	Q9QYY9
ENSMUSG00000040086	Tnni3k	435766	Q5GIG6
ENSMUSG00000022386	Trmu	72026	Q9DAT5
ENSMUSG00000016526	Dyrk3	226419	Q922Y0
ENSMUSG00000064356	mt-Atp8	17706	P03930
ENSMUSG00000029864	Gstk1	76263	Q9DCM2
ENSMUSG00000038481	Cdk19	78334	Q8BWD8
ENSMUSG00000027984	Hadh	15107	Q61425
ENSMUSG00000021715	Cwc27	67285	Q3TKY6
ENSMUSG00000006732	Mettl1	17299	Q9Z120
ENSMUSG00000004561	Mettl17	52535	Q3U2U7
ENSMUSG00000024799	Tm7sf2	73166	Q71KT5
ENSMUSG00000046269	Usp27x	54651	Q8CEG8
ENSMUSG00000019210	Atp6v1e1	11973	P50518
ENSMUSG00000029311	Hsd17b11	114664	Q9EQ06
ENSMUSG00000039176	Polg	18975	
ENSMUSG00000028274	Rngtt	24018	O55236
ENSMUSG00000035540	Gc	14473	P21614
ENSMUSG00000030747	Dgat2	67800	Q9DCV3
ENSMUSG00000045691	Thtpa	105663	Q8JZL3
ENSMUSG00000089704	Galnt2	108148	Q6PB93
ENSMUSG00000055067	Smyd3	69726	Q9CWR2
ENSMUSG00000020694	Tlk2	24086	O55047
ENSMUSG00000028528	Dnajc6	72685	Q80TZ3
ENSMUSG00000027562	Car2	12349	P00920
ENSMUSG00000039109	F13a1	74145	Q8BH61
ENSMUSG00000020227	Irak3	73914	Q8K4B2
ENSMUSG00000017969	Ptgis	19223	O35074
ENSMUSG00000017754	Pltp	18830	P55065
ENSMUSG00000028413	B4galt1	14595	P15535
ENSMUSG00000050445	Cyp8b1	13124	
ENSMUSG00000033114	Slc35d2	70484	
ENSMUSG00000061838	Suclg2	20917	Q9Z2I8
ENSMUSG00000026354	Lct	226413	
ENSMUSG00000026701	Prdx6	11758	
ENSMUSG00000017721	Pigt	78928	Q8BXQ2
ENSMUSG00000026077	Npas2	18143	
ENSMUSG00000041624	Gucy1a2	234889	
ENSMUSG00000016308	Ube2a	22209	Q9Z255
ENSMUSG00000020444	Guk1	14923	Q64520
ENSMUSG00000027297	Ltk	17005	P08923
ENSMUSG00000041718	Alg13	67574	Q9D8C3
ENSMUSG00000039450	Dcxr	67880	Q91X52
ENSMUSG00000058440	Nrf1	18181	Q9WU00
ENSMUSG00000040013	Fkbp6	94244	Q91XW8
ENSMUSG00000043432	Leng9	243813	Q8BTN6
ENSMUSG00000028927	Padi2	18600	Q08642
ENSMUSG00000026659	Dusp12	80915	Q9D0T2
ENSMUSG00000057342	Sphk2	56632	Q9JIA7
ENSMUSG00000030268	Bcat1	12035	P24288
ENSMUSG00000027368	Dusp2	13537	Q05922
ENSMUSG00000031622	Sin3b	20467	Q62141
ENSMUSG00000026385	Dbi	13167	P31786
ENSMUSG00000030110	Ret	19713	P35546
ENSMUSG00000031297	Slc7a3	11989	P70423
ENSMUSG00000012117	Dhdds	67422	Q99KU1
ENSMUSG00000028601	Echdc2	52430	Q3TLP5
ENSMUSG00000033847	Pla2g4c	232889	Q64GA5
ENSMUSG00000026839	Upp2	76654	Q8CGR7
ENSMUSG00000032601	Prkar2a	19087	
ENSMUSG00000019841	Rev3l	19714	Q61493
ENSMUSG00000079614	Seh1l	72124	Q8R2U0
ENSMUSG00000021669	Cert1	68018	Q9EQG9
ENSMUSG00000030849	Fgfr2	14183	
ENSMUSG00000029640	Usp12	22217	Q9D9M2
ENSMUSG00000039958	Etfbkmt	320204	Q80ZM3
ENSMUSG00000025781	Atp5c1	11949	Q91VR2
ENSMUSG00000025532	Crcp	12909	O35427
ENSMUSG00000027889	Ampd2	109674	Q9DBT5
ENSMUSG00000025425	St8sia5	225742	P70126
ENSMUSG00000040034	Nup43	69912	P59235
ENSMUSG00000021114	Atp6v1d	73834	P57746
ENSMUSG00000061311	Rag1	19373	P15919
ENSMUSG00000011382	Dhdh	71755	Q9DBB8
ENSMUSG00000031385	Plxnb3	140571	Q9QY40
ENSMUSG00000024982	Zdhhc6	66980	Q9CPV7
ENSMUSG00000027870	Hao2	56185	Q9NYQ2
ENSMUSG00000060166	Zdhhc8	27801	Q5Y5T5
ENSMUSG00000032872	Cyb5r4	266690	Q3TDX8
ENSMUSG00000033917	Gde1	56209	Q9JL56
ENSMUSG00000003623	Crot	74114	Q9DC50
ENSMUSG00000045098	Kmt5b	225888	Q3U8K7
ENSMUSG00000020620	Abca8b	27404	Q8K440
ENSMUSG00000036083	Slc17a3	105355	
ENSMUSG00000025176	Hoga1	67432	Q9DCU9
ENSMUSG00000020250	Txnrd1	50493	Q9JMH6
ENSMUSG00000024270	Slc39a6	106957	Q8C145
ENSMUSG00000078937	Cpt1b	12895	Q924X2
ENSMUSG00000039427	Alg1	208211	Q921Q3
ENSMUSG00000020273	Papolg	216578	Q6PCL9
ENSMUSG00000050271	Prag1	244418	Q571I4
ENSMUSG00000032262	Elovl4	83603	Q9EQC4
ENSMUSG00000004347	Pde1c	18575	Q64338
ENSMUSG00000019082	Slc25a22	68267	Q9D6M3
ENSMUSG00000030225	Dera	232449	Q91YP3
ENSMUSG00000026791	Slc2a8	56017	Q9JIF3
ENSMUSG00000025137	Pcyt2	68671	Q922E4
ENSMUSG00000046865	Fbl	14113	P35550
ENSMUSG00000001555	Fkbp10	14230	Q61576
ENSMUSG00000028307	Aldob	230163	Q91Y97
ENSMUSG00000069044	Usp9y	107868	
ENSMUSG00000047155	Cyp4x1	81906	Q6A152
ENSMUSG00000021900	Btd	26363	
ENSMUSG00000032612	Usp4	22258	P35123
ENSMUSG00000093930	Hmgcs1	208715	Q8JZK9
ENSMUSG00000024935	Slc1a1	20510	P51906
ENSMUSG00000025726	Slc28a1	434203	
ENSMUSG00000022861	Dgkg	110197	Q91WG7
ENSMUSG00000068917	Clk2	12748	O35491
ENSMUSG00000018861	Fdxr	14149	Q61578
ENSMUSG00000035984	Nme5	75533	Q99MH5
ENSMUSG00000022906	Parp9	80285	Q8CAS9
ENSMUSG00000032315	Cyp1a1	13076	P00184
ENSMUSG00000034424	Gcsh	68133	Q91WK5
ENSMUSG00000025068	Gsto1	14873	O09131
ENSMUSG00000074028	Slc22a13	102570	Q6A4L0
ENSMUSG00000035027	Map2k2	26396	Q63932
ENSMUSG00000079057	Cyp4v3	102294	Q9DBW0
ENSMUSG00000035473	Galm	319625	Q8K157
ENSMUSG00000026925	Inpp5e	64436	Q9JII1
ENSMUSG00000026544	Dusp23	68440	Q6NT99
ENSMUSG00000032392	Parp16	214424	Q7TMM8
ENSMUSG00000005510	Ndufs3	68349	Q9DCT2
ENSMUSG00000019301	Hsd17b1	15485	P51656
ENSMUSG00000001348	Acp5	11433	Q05117
ENSMUSG00000027932	Slc27a3	26568	
ENSMUSG00000017697	Ada	11486	P03958
ENSMUSG00000001270	Ckb	12709	Q04447
ENSMUSG00000033268	Duox1	99439	
ENSMUSG00000032114	Slc37a4	14385	
ENSMUSG00000028458	Tesk1	21754	O70146
ENSMUSG00000028737	Aldh4a1	212647	Q8CHT0
ENSMUSG00000024552	Slc14a2	27411	
ENSMUSG00000028750	Pla2g2c	18781	
ENSMUSG00000025280	Polr3a	218832	
ENSMUSG00000063903	Klk1	16612	P15947
ENSMUSG00000024768	Lipf	67717	Q9CPP7
ENSMUSG00000036330	Slc18a1	110877	Q8R090
ENSMUSG00000089774	Slc5a3	53881	Q9JKZ2
ENSMUSG00000021947	Cryl1	68631	Q99KP3
ENSMUSG00000024960	Plcb3	18797	P51432
ENSMUSG00000005982	Naa60	74763	Q9DBU2
ENSMUSG00000028393	Alad	17025	P10518
ENSMUSG00000023913	Pla2g7	27226	Q60963
ENSMUSG00000029217	Tec	21682	
ENSMUSG00000023826	Prkn	50873	Q9WVS6
ENSMUSG00000035246	Pcyt1b	236899	Q811Q9
ENSMUSG00000005958	Ephb3	13845	P54754
ENSMUSG00000040451	Sgms1	208449	Q8VCQ6
ENSMUSG00000031432	Prps1	19139	Q9D7G0
ENSMUSG00000031551	Ido1	15930	P28776
ENSMUSG00000030345	Dyrk4	101320	Q8BI55
ENSMUSG00000027843	Ptpn22	19260	P29352
ENSMUSG00000029120	Ppp2r2c	269643	Q8BG02
ENSMUSG00000039771	Polr2j	20022	
ENSMUSG00000089789	Rdh1	107605	
ENSMUSG00000021018	Polr2h	245841	Q923G2
ENSMUSG00000029471	Camkk2	207565	Q8C078
ENSMUSG00000024665	Fads2	56473	Q9Z0R9
ENSMUSG00000021918	Nek4	23955	Q9Z1J2
ENSMUSG00000000131	Xpo6	74204	Q924Z6
ENSMUSG00000039253	Fn3krp	238024	Q8K274
ENSMUSG00000046008	Pnlip	69060	Q6P8U6
ENSMUSG00000029334	Prkg2	19092	
ENSMUSG00000061393	Acvr2b	11481	P27040
ENSMUSG00000040706	Agmat	75986	A2AS89
ENSMUSG00000027427	Polr3f	70408	Q921X6
ENSMUSG00000031441	Atp11a	50770	P98197
ENSMUSG00000020475	Pgam2	56012	O70250
ENSMUSG00000025130	P4hb	18453	P09103
ENSMUSG00000032418	Me1	17436	P06801
ENSMUSG00000028194	Ddah1	69219	Q9CWS0
ENSMUSG00000027630	Tbl1xr1	81004	Q8BHJ5
ENSMUSG00000025758	Plk4	20873	Q64702
ENSMUSG00000031309	Rps6ka3	110651	P18654
ENSMUSG00000038793	Lefty1	13590	Q64280
ENSMUSG00000037075	Rnf139	75841	
ENSMUSG00000002602	Axl	26362	Q00993
ENSMUSG00000039943	Plcb4	18798	
ENSMUSG00000024172	St6gal2	240119	Q76K27
ENSMUSG00000028909	Ptpru	19273	B1AUH1
ENSMUSG00000013846	St3gal1	20442	P54751
ENSMUSG00000028051	Hcn3	15168	O88705
ENSMUSG00000030861	Acadsb	66885	Q9DBL1
ENSMUSG00000038295	Atg9b	213948	Q6EBV9
ENSMUSG00000045594	Glb1	12091	P23780
ENSMUSG00000024896	Minpp1	17330	Q9Z2L6
ENSMUSG00000079442	St6galnac4	20448	
ENSMUSG00000079334	Naa80	56441	Q9R123
ENSMUSG00000015846	Rxra	20181	P28700
ENSMUSG00000055540	Epha6	13840	
ENSMUSG00000037306	Man1c1	230815	
ENSMUSG00000035032	Nek11	208583	Q8C0Q4
ENSMUSG00000021364	Elovl2	54326	Q9JLJ4
ENSMUSG00000075604	Cyp11b1	110115	
ENSMUSG00000026615	Eprs	107508	Q8CGC7
ENSMUSG00000030244	Gys2	232493	Q8VCB3
ENSMUSG00000024038	Ndufv3	78330	Q8BK30
ENSMUSG00000000301	Pemt	18618	Q61907
ENSMUSG00000024087	Cyp1b1	13078	Q64429
ENSMUSG00000040618	Pck2	74551	Q8BH04
ENSMUSG00000052981	Ube2ql1	76980	
ENSMUSG00000037347	Chst7	60322	Q9EP78
ENSMUSG00000031591	Asah1	11886	Q9WV54
ENSMUSG00000005320	Fgfr4	14186	
ENSMUSG00000066724	Gm10175		
ENSMUSG00000028944	Prkag2	108099	Q91WG5
ENSMUSG00000030884	Uqcrc2	67003	Q9DB77
ENSMUSG00000036427	Gpi1	14751	P06745
ENSMUSG00000037826	Ppm1k	243382	Q8BXN7
ENSMUSG00000047714	Ppp1r2	66849	Q9DCL8
ENSMUSG00000030310	Slc6a1	232333	P31648
ENSMUSG00000006435	Neurl1a	18011	Q923S6
ENSMUSG00000060600	Eno3	13808	P21550
ENSMUSG00000048371	Pdp2	382051	
ENSMUSG00000024177	Nme4	56520	Q9WV84
ENSMUSG00000030109	Slc6a12	14411	
ENSMUSG00000033703	Fcsk	234730	Q7TMC8
ENSMUSG00000021336	Slc17a4	319848	Q5NCM1
ENSMUSG00000032294	Pkm	18746	P52480
ENSMUSG00000030781	Slc5a2	246787	Q923I7
ENSMUSG00000035948	Acss3	380660	Q14DH7
ENSMUSG00000020334	Slc22a4	30805	Q9Z306
ENSMUSG00000058019	Ces5a	67935	Q6AW46
ENSMUSG00000061731	Ext1	14042	P97464
ENSMUSG00000052293	Taf9	108143	Q8VI33
ENSMUSG00000030275	Etnk1	75320	Q9D4V0
ENSMUSG00000004846	Plod3	26433	Q9R0E1
ENSMUSG00000020447	Npc1l1	237636	
ENSMUSG00000025437	Usp33	170822	Q8R5K2
ENSMUSG00000032807	Alox12b	11686	O70582
ENSMUSG00000028207	Asph	65973	Q8BSY0
ENSMUSG00000063683	Glyat	107146	Q91XE0
ENSMUSG00000020691	Mettl2	52686	Q8BMK1
ENSMUSG00000022376	Adcy8	11514	P97490
ENSMUSG00000019997	Ccn2	14219	P29268
ENSMUSG00000033191	Tie1	21846	Q06806
ENSMUSG00000035836	Ugt2b1	71773	
ENSMUSG00000038780	Smurf1	75788	Q9CUN6
ENSMUSG00000026603	Smyd2	226830	Q8R5A0
ENSMUSG00000028560	Usp1	230484	Q8BJQ2
ENSMUSG00000022110	Sucla2	20916	Q9Z2I9
ENSMUSG00000038909	Kat7	217127	Q5SVQ0
ENSMUSG00000025329	Padi1	18599	Q9Z185
ENSMUSG00000002844	Adprh	11544	P54923
ENSMUSG00000032271	Nnmt	18113	O55239
ENSMUSG00000029597	Sds	231691	Q8VBT2
ENSMUSG00000021913	Ogdhl	239017	
ENSMUSG00000028684	Urod	22275	P70697
ENSMUSG00000060450	Rnf14	56736	Q9JI90
ENSMUSG00000024858	Grk2	110355	Q99MK8
ENSMUSG00000042133	Ppig	228005	A2AR02
ENSMUSG00000030510	Cers3	545975	Q1A3B0
ENSMUSG00000016319	Slc25a5	11740	P51881
ENSMUSG00000031906	Smpd3	58994	Q9JJY3
ENSMUSG00000029009	Mthfr	17769	Q9WU20
ENSMUSG00000056900	Usp13	72607	Q5BKP2
ENSMUSG00000027199	Gatm	67092	Q9D964
ENSMUSG00000087141	Plcxd2	433022	B2RXA1
