geneSymbol	ensemblGeneId	trLength
Gm26992	ENSMUSG00000098078	468
Gm26993	ENSMUSG00000098074	789
Gm26994	ENSMUSG00000098075	1571
Gm26995	ENSMUSG00000098072	1306
Gm26996	ENSMUSG00000107519	1359
Gm270	ENSMUSG00000113823	976
Gm27000	ENSMUSG00000097961	842
Gm27001	ENSMUSG00000097963	936
Gm27002	ENSMUSG00000097967	620
Gm27003	ENSMUSG00000098024	497
Gm27004	ENSMUSG00000098027	727
Gm27005	ENSMUSG00000098103	921
Gm27006	ENSMUSG00000098101	943
Gm27007	ENSMUSG00000098107	279
Gm27008	ENSMUSG00000098108	982
Gm27010	ENSMUSG00000098183	863
Gm27011	ENSMUSG00000098184	972
Gm27013	ENSMUSG00000098025	1024
Gm27013	ENSMUSG00000107898	1436
Gm27014	ENSMUSG00000098026	937
Gm27016	ENSMUSG00000097992	715
Gm27017	ENSMUSG00000097997	656
Gm27018	ENSMUSG00000097175	225
Gm27019	ENSMUSG00000097998	404
Gm27021	ENSMUSG00000097919	758
Gm27022	ENSMUSG00000098155	715
Gm27023	ENSMUSG00000098156	285
Gm27024	ENSMUSG00000098153	755
Gm27025	ENSMUSG00000098152	942
Gm27026	ENSMUSG00000098000	892
Gm27027	ENSMUSG00000098004	547
Gm27028	ENSMUSG00000097970	399
Gm27029	ENSMUSG00000097239	1876.5
Gm27030	ENSMUSG00000098221	464
Gm27032	ENSMUSG00000098051	1116
Gm27033	ENSMUSG00000098053	544
Gm27034	ENSMUSG00000098059	940
Gm27036	ENSMUSG00000098124	980
Gm27037	ENSMUSG00000098126	960
Gm27038	ENSMUSG00000098121	175
Gm27039	ENSMUSG00000098122	962
Gm27040	ENSMUSG00000098129	504
Gm27042	ENSMUSG00000097792	1098
Gm27043	ENSMUSG00000098218	958
Gm27044	ENSMUSG00000098213	796
Gm27045	ENSMUSG00000098211	1402
Gm27046	ENSMUSG00000098217	463
Gm27047	ENSMUSG00000098214	1819
Gm27048	ENSMUSG00000098001	4627
Gm2707	ENSMUSG00000101087	714
Gm2709	ENSMUSG00000085507	350
Gm2710	ENSMUSG00000060128	603
Gm27148	ENSMUSG00000099064	160
Gm27149	ENSMUSG00000098426	1266
Gm27150	ENSMUSG00000098945	1038
Gm27151	ENSMUSG00000098739	764
Gm27152	ENSMUSG00000099313	99
Gm27153	ENSMUSG00000099013	407
Gm27155	ENSMUSG00000099239	898
Gm27156	ENSMUSG00000098335	754
Gm27158	ENSMUSG00000098333	238
Gm27159	ENSMUSG00000099020	432
Gm2716	ENSMUSG00000110719	643
Gm27160	ENSMUSG00000098949	199
Gm27161	ENSMUSG00000098909	562
Gm27162	ENSMUSG00000099025	2478
Gm27163	ENSMUSG00000098796	409
Gm27164	ENSMUSG00000098358	723
Gm27165	ENSMUSG00000099256	232
Gm27166	ENSMUSG00000098519	1930
Gm27167	ENSMUSG00000098534	511
Gm27168	ENSMUSG00000099162	361
Gm27169	ENSMUSG00000098257	746
Gm27174	ENSMUSG00000098784	2174
Gm27175	ENSMUSG00000099315	606
Gm27176	ENSMUSG00000099027	961
Gm27177	ENSMUSG00000098975	1773.6
Gm27178	ENSMUSG00000098438	340
Gm27179	ENSMUSG00000098773	3017
Gm27184	ENSMUSG00000098447	607
Gm27185	ENSMUSG00000099057	247
Gm27186	ENSMUSG00000098468	307
Gm27187	ENSMUSG00000099201	597
Gm27188	ENSMUSG00000099190	510
Gm27189	ENSMUSG00000098748	190
Gm2719	ENSMUSG00000103042	444
Gm27190	ENSMUSG00000098421	542
Gm27191	ENSMUSG00000098311	448
Gm27192	ENSMUSG00000087133	581
Gm27193	ENSMUSG00000099120	586
Gm27194	ENSMUSG00000098292	2936
Gm27195	ENSMUSG00000098515	681
Gm27196	ENSMUSG00000098977	2582
Gm27197	ENSMUSG00000098383	479
Gm27198	ENSMUSG00000098630	1517
Gm27199	ENSMUSG00000098649	623
Gm272	ENSMUSG00000113254	919
Gm27200	ENSMUSG00000098729	657
Gm27201	ENSMUSG00000098645	416
Gm27202	ENSMUSG00000098424	512
Gm27203	ENSMUSG00000098471	307
Gm27204	ENSMUSG00000098294	527
Gm27206	ENSMUSG00000098889	979
Gm27207	ENSMUSG00000098768	878
Gm27208	ENSMUSG00000098391	854.5
Gm27209	ENSMUSG00000098620	898
Gm2721	ENSMUSG00000113314	1015
Gm27210	ENSMUSG00000098668	402
Gm27211	ENSMUSG00000098875	631
Gm27216	ENSMUSG00000098747	554.666666666667
Gm27217	ENSMUSG00000098552	882
Gm27218	ENSMUSG00000099274	392
Gm27219	ENSMUSG00000098985	742
Gm27220	ENSMUSG00000099220	262
Gm27221	ENSMUSG00000098270	961
Gm27222	ENSMUSG00000098248	427
Gm27223	ENSMUSG00000098255	606
Gm27224	ENSMUSG00000098685	564
Gm27225	ENSMUSG00000098935	557
Gm27226	ENSMUSG00000098429	511
Gm27227	ENSMUSG00000099016	633
Gm27228	ENSMUSG00000099276	1038
Gm27230	ENSMUSG00000098959	518.666666666667
Gm27231	ENSMUSG00000098778	551
Gm27232	ENSMUSG00000098573	597
Gm27233	ENSMUSG00000098272	307
Gm27234	ENSMUSG00000098894	581
Gm27235	ENSMUSG00000098847	903
Gm27236	ENSMUSG00000098707	442
Gm27239	ENSMUSG00000098720	642
Gm27240	ENSMUSG00000098843	677
Gm27241	ENSMUSG00000099051	596
Gm27242	ENSMUSG00000099054	1151
Gm27243	ENSMUSG00000099150	521
Gm27244	ENSMUSG00000098800	380
Gm27245	ENSMUSG00000098924	376
Gm27246	ENSMUSG00000098684	1240
Gm27248	ENSMUSG00000099188	166
Gm27249	ENSMUSG00000098420	328
Gm27252	ENSMUSG00000098708	605
Gm27253	ENSMUSG00000098340	367
Gm27254	ENSMUSG00000099019	517
Gm27255	ENSMUSG00000098801	529
Gm2726	ENSMUSG00000114475	577
Gm27263	ENSMUSG00000098479	76
Gm27265	ENSMUSG00000099252	77
Gm27266	ENSMUSG00000099255	123
Gm27266	ENSMUSG00000111099	123
Gm27271	ENSMUSG00000098328	170
Gm27275	ENSMUSG00000098323	272
Gm27280	ENSMUSG00000098484	59
Gm27283	ENSMUSG00000098828	323
Gm27284	ENSMUSG00000098820	70
Gm27285	ENSMUSG00000098825	127
Gm27286	ENSMUSG00000098793	179
Gm27288	ENSMUSG00000098798	80
Gm27289	ENSMUSG00000099049	82
Gm27295	ENSMUSG00000098604	153
Gm27297	ENSMUSG00000098601	105
Gm27299	ENSMUSG00000098618	103
Gm27300	ENSMUSG00000098617	97
Gm27300	ENSMUSG00000102477	97
Gm27301	ENSMUSG00000098614	127
Gm27306	ENSMUSG00000099154	107
Gm27308	ENSMUSG00000098459	233
Gm27313	ENSMUSG00000098757	142
Gm27315	ENSMUSG00000098697	154
Gm27316	ENSMUSG00000098690	277
Gm27317	ENSMUSG00000098691	95
Gm27320	ENSMUSG00000099127	109
Gm27321	ENSMUSG00000099126	205
Gm27322	ENSMUSG00000099125	104
Gm27325	ENSMUSG00000093208	74
Gm27326	ENSMUSG00000098813	95
Gm27330	ENSMUSG00000098249	132
Gm27331	ENSMUSG00000098722	60
Gm27332	ENSMUSG00000098723	112
Gm27335	ENSMUSG00000098725	97
Gm27336	ENSMUSG00000098728	56
Gm27337	ENSMUSG00000099099	69
Gm2734	ENSMUSG00000109069	743
Gm27341	ENSMUSG00000099097	106
Gm27342	ENSMUSG00000098788	109
Gm27343	ENSMUSG00000088139	63
Gm27348	ENSMUSG00000098953	170
Gm2735	ENSMUSG00000085116	277
Gm27350	ENSMUSG00000098466	98
Gm27350	ENSMUSG00000099195	98
Gm27353	ENSMUSG00000098589	122
Gm27355	ENSMUSG00000099012	128
Gm27357	ENSMUSG00000099010	135
Gm27359	ENSMUSG00000099014	110
Gm2736	ENSMUSG00000114459	313
Gm27360	ENSMUSG00000099018	80
Gm27361	ENSMUSG00000092818	55
Gm27362	ENSMUSG00000098529	138
Gm27365	ENSMUSG00000098525	177
Gm27366	ENSMUSG00000098526	108
Gm27369	ENSMUSG00000099111	71
Gm27373	ENSMUSG00000099192	184
Gm27374	ENSMUSG00000099193	81
Gm27375	ENSMUSG00000099191	107
Gm27379	ENSMUSG00000099224	123
Gm27383	ENSMUSG00000099229	361
Gm27385	ENSMUSG00000098486	104
Gm27387	ENSMUSG00000098481	116
Gm27389	ENSMUSG00000098859	195
Gm27390	ENSMUSG00000098850	176
Gm27392	ENSMUSG00000098852	101
Gm27393	ENSMUSG00000098853	62
Gm27395	ENSMUSG00000098857	460
Gm27396	ENSMUSG00000088333	58
Gm27397	ENSMUSG00000098821	107
Gm27399	ENSMUSG00000098827	78
Gm27401	ENSMUSG00000098792	173
Gm27402	ENSMUSG00000098791	120
Gm27403	ENSMUSG00000098795	214
Gm27404	ENSMUSG00000099117	103
Gm27405	ENSMUSG00000099114	112
Gm27406	ENSMUSG00000099112	182
Gm27409	ENSMUSG00000098402	80
Gm27410	ENSMUSG00000098409	115
Gm27414	ENSMUSG00000098405	381
Gm27415	ENSMUSG00000098403	95
Gm27419	ENSMUSG00000099307	109
Gm27420	ENSMUSG00000099304	79
Gm27421	ENSMUSG00000099302	167
Gm27427	ENSMUSG00000098920	193
Gm27428	ENSMUSG00000098455	110
Gm27430	ENSMUSG00000098883	107
Gm27435	ENSMUSG00000098775	88
Gm27437	ENSMUSG00000098777	107
Gm27438	ENSMUSG00000098776	110
Gm27440	ENSMUSG00000098770	107
Gm27441	ENSMUSG00000098772	105
Gm27443	ENSMUSG00000098572	98
Gm27444	ENSMUSG00000098570	137
Gm27445	ENSMUSG00000098577	72
Gm27446	ENSMUSG00000098575	89
Gm27449	ENSMUSG00000098578	59
Gm27450	ENSMUSG00000077821	90
Gm27452	ENSMUSG00000099273	96
Gm27454	ENSMUSG00000099270	204
Gm27457	ENSMUSG00000099024	156
Gm27458	ENSMUSG00000099303	121
Gm27459	ENSMUSG00000098303	107
Gm27460	ENSMUSG00000098307	100
Gm27463	ENSMUSG00000098867	57
Gm27465	ENSMUSG00000098869	91
Gm27466	ENSMUSG00000098868	110
Gm27468	ENSMUSG00000098803	106
Gm27470	ENSMUSG00000098805	210
Gm27471	ENSMUSG00000098809	67
Gm27475	ENSMUSG00000098740	61
Gm27476	ENSMUSG00000098742	104
Gm27477	ENSMUSG00000098749	143
Gm27483	ENSMUSG00000099143	71
Gm27486	ENSMUSG00000099144	80
Gm27490	ENSMUSG00000098436	128
Gm27492	ENSMUSG00000098435	187
Gm27493	ENSMUSG00000098432	78
Gm27494	ENSMUSG00000098430	189
Gm27500	ENSMUSG00000098385	336
Gm27501	ENSMUSG00000098452	107
Gm27502	ENSMUSG00000099332	199
Gm27505	ENSMUSG00000098974	110
Gm27506	ENSMUSG00000098694	80
Gm27507	ENSMUSG00000098351	93
Gm27509	ENSMUSG00000076355	79
Gm27510	ENSMUSG00000088839	64
Gm27511	ENSMUSG00000098502	127
Gm27512	ENSMUSG00000094290	126
Gm27514	ENSMUSG00000098268	110
Gm27516	ENSMUSG00000098266	98
Gm27517	ENSMUSG00000098265	236
Gm27520	ENSMUSG00000098262	81
Gm27521	ENSMUSG00000098261	64
Gm27522	ENSMUSG00000098260	230
Gm27525	ENSMUSG00000098700	107
Gm27527	ENSMUSG00000098703	99
Gm27528	ENSMUSG00000098709	205
Gm27528	ENSMUSG00000103418	205
Gm27528	ENSMUSG00000113704	2012
Gm27528	ENSMUSG00000113988	2012
Gm27529	ENSMUSG00000098281	80
Gm27530	ENSMUSG00000098560	98
Gm27532	ENSMUSG00000098542	113
Gm27533	ENSMUSG00000098543	152
Gm27535	ENSMUSG00000098541	157
Gm27538	ENSMUSG00000099243	294
Gm27539	ENSMUSG00000099240	224
Gm2754	ENSMUSG00000113144	589
Gm27540	ENSMUSG00000099246	187
Gm27541	ENSMUSG00000099247	122
Gm27542	ENSMUSG00000099244	256
Gm27543	ENSMUSG00000099248	177
Gm27544	ENSMUSG00000098979	155
Gm27545	ENSMUSG00000098978	202
Gm27549	ENSMUSG00000098970	62
Gm27551	ENSMUSG00000098350	77
Gm27552	ENSMUSG00000098356	62
Gm27553	ENSMUSG00000098355	74
Gm27554	ENSMUSG00000099037	98
Gm2756	ENSMUSG00000102757	400
Gm27564	ENSMUSG00000099074	96
Gm27568	ENSMUSG00000099073	99
Gm27572	ENSMUSG00000098836	255
Gm27579	ENSMUSG00000088738	63
Gm27580	ENSMUSG00000098669	149
Gm27582	ENSMUSG00000098662	126
Gm27585	ENSMUSG00000098667	199
Gm27587	ENSMUSG00000098665	163
Gm27588	ENSMUSG00000098664	263
Gm2759	ENSMUSG00000094775	639
Gm27591	ENSMUSG00000098467	68
Gm27592	ENSMUSG00000088354	126
Gm27595	ENSMUSG00000098991	112
Gm27596	ENSMUSG00000098990	83
Gm27596	ENSMUSG00000104151	83
Gm27597	ENSMUSG00000098992	80
Gm27598	ENSMUSG00000098995	63
Gm27598	ENSMUSG00000116106	63
Gm27598	ENSMUSG00000116211	63
Gm27598	ENSMUSG00000116462	63
Gm27599	ENSMUSG00000098994	174
Gm27601	ENSMUSG00000098999	127
Gm27602	ENSMUSG00000099130	111
Gm27604	ENSMUSG00000099026	72
Gm27604	ENSMUSG00000099132	72
Gm27605	ENSMUSG00000099133	136
Gm27607	ENSMUSG00000099135	122
Gm27608	ENSMUSG00000099136	162
Gm27610	ENSMUSG00000099317	74
Gm27611	ENSMUSG00000098254	108
Gm27616	ENSMUSG00000098259	63
Gm27617	ENSMUSG00000098696	168
Gm27618	ENSMUSG00000098695	60
Gm27619	ENSMUSG00000098693	88
Gm2762	ENSMUSG00000107008	1069.625
Gm27622	ENSMUSG00000099086	60
Gm27624	ENSMUSG00000099081	177
Gm27626	ENSMUSG00000092762	56
Gm27627	ENSMUSG00000098599	150
Gm27628	ENSMUSG00000098594	107
Gm27631	ENSMUSG00000098591	466
Gm27634	ENSMUSG00000095278	126
Gm27635	ENSMUSG00000087941	59
Gm27636	ENSMUSG00000098946	122
Gm27639	ENSMUSG00000098940	85
Gm27640	ENSMUSG00000098948	147
Gm27645	ENSMUSG00000098367	77
Gm27646	ENSMUSG00000098364	110
Gm27647	ENSMUSG00000098365	118
Gm27648	ENSMUSG00000098368	107
Gm27649	ENSMUSG00000089468	64
Gm27651	ENSMUSG00000098755	246
Gm27653	ENSMUSG00000098750	136
Gm27656	ENSMUSG00000099004	80
Gm27659	ENSMUSG00000099000	98
Gm27660	ENSMUSG00000099001	208
Gm27663	ENSMUSG00000098514	110
Gm27668	ENSMUSG00000098518	120
Gm2767	ENSMUSG00000110318	473
Gm27671	ENSMUSG00000098652	66
Gm27672	ENSMUSG00000098653	204
Gm27675	ENSMUSG00000098657	94
Gm27679	ENSMUSG00000098373	84
Gm2768	ENSMUSG00000082188	250
Gm27680	ENSMUSG00000099219	160
Gm27680	ENSMUSG00000106374	807
Gm27682	ENSMUSG00000099215	110
Gm27684	ENSMUSG00000099211	80
Gm27686	ENSMUSG00000099213	91
Gm27688	ENSMUSG00000098491	91
Gm27690	ENSMUSG00000098494	126
Gm27694	ENSMUSG00000098462	86
Gm27695	ENSMUSG00000098969	91
Gm27698	ENSMUSG00000098962	249
Gm27699	ENSMUSG00000098963	180
Gm27700	ENSMUSG00000098964	81
Gm27701	ENSMUSG00000098966	110
Gm27702	ENSMUSG00000098865	56
Gm27703	ENSMUSG00000098864	110
Gm27704	ENSMUSG00000098860	107
Gm27711	ENSMUSG00000098349	118
Gm27715	ENSMUSG00000099166	260
Gm27717	ENSMUSG00000099168	151
Gm27718	ENSMUSG00000099295	86
Gm27722	ENSMUSG00000099299	76
Gm27723	ENSMUSG00000098418	63
Gm27731	ENSMUSG00000098993	107
Gm27733	ENSMUSG00000099312	68
Gm27734	ENSMUSG00000099314	89
Gm27735	ENSMUSG00000099318	76
Gm2774	ENSMUSG00000111148	1165
Gm27740	ENSMUSG00000098621	58
Gm27741	ENSMUSG00000098635	237
Gm27742	ENSMUSG00000098636	60
Gm27743	ENSMUSG00000098638	126
Gm27747	ENSMUSG00000098914	85
Gm27749	ENSMUSG00000098916	125
Gm27753	ENSMUSG00000098891	203
Gm27754	ENSMUSG00000098898	126
Gm27755	ENSMUSG00000098767	132
Gm27760	ENSMUSG00000098565	114
Gm27761	ENSMUSG00000098566	131
Gm27762	ENSMUSG00000098567	109
Gm27772	ENSMUSG00000099263	187
Gm27773	ENSMUSG00000099268	78
Gm27775	ENSMUSG00000098586	58
Gm27781	ENSMUSG00000098305	92
Gm27782	ENSMUSG00000098308	199
Gm27783	ENSMUSG00000098818	105
Gm27784	ENSMUSG00000098819	113
Gm27785	ENSMUSG00000098815	110
Gm27786	ENSMUSG00000098816	70
Gm27792	ENSMUSG00000099053	115
Gm27793	ENSMUSG00000099052	76
Gm27796	ENSMUSG00000099316	261
Gm27798	ENSMUSG00000098603	71
Gm27801	ENSMUSG00000099159	223
Gm27803	ENSMUSG00000099151	119
Gm27804	ENSMUSG00000099157	119
Gm27805	ENSMUSG00000099155	79
Gm27811	ENSMUSG00000098444	64
Gm27813	ENSMUSG00000098674	354
Gm27817	ENSMUSG00000098683	233
Gm27818	ENSMUSG00000098670	159
Gm27820	ENSMUSG00000098688	175
Gm27825	ENSMUSG00000098745	60
Gm27825	ENSMUSG00000115931	736
Gm27826	ENSMUSG00000093023	255
Gm27828	ENSMUSG00000098271	119
Gm27833	ENSMUSG00000098733	124
Gm27834	ENSMUSG00000098732	125
Gm27838	ENSMUSG00000098736	128
Gm27839	ENSMUSG00000098899	106
Gm27843	ENSMUSG00000098968	104
Gm27844	ENSMUSG00000098965	62
Gm27845	ENSMUSG00000098967	114
Gm27847	ENSMUSG00000098345	107
Gm27849	ENSMUSG00000098342	125
Gm27851	ENSMUSG00000098478	63
Gm27852	ENSMUSG00000098476	90
Gm27853	ENSMUSG00000098477	250
Gm27854	ENSMUSG00000093319	244
Gm27855	ENSMUSG00000098956	128
Gm27857	ENSMUSG00000093684	126
Gm27861	ENSMUSG00000099068	214
Gm27864	ENSMUSG00000098378	190
Gm27866	ENSMUSG00000098538	171
Gm27867	ENSMUSG00000098537	125
Gm27868	ENSMUSG00000098536	102
Gm27869	ENSMUSG00000098535	122
Gm27875	ENSMUSG00000099189	123
Gm27878	ENSMUSG00000099186	106
Gm2788	ENSMUSG00000085995	1644.14285714286
Gm27881	ENSMUSG00000099183	82
Gm27882	ENSMUSG00000099235	74
Gm27883	ENSMUSG00000099233	102
Gm27884	ENSMUSG00000099232	76
Gm27887	ENSMUSG00000098472	102
Gm27892	ENSMUSG00000098849	106
Gm27893	ENSMUSG00000098848	194
Gm27894	ENSMUSG00000098845	92
Gm27896	ENSMUSG00000092903	317
Gm27898	ENSMUSG00000099107	80
Gm27899	ENSMUSG00000099106	64
Gm27901	ENSMUSG00000099103	61
Gm27903	ENSMUSG00000093223	126
Gm27905	ENSMUSG00000098846	207
Gm27907	ENSMUSG00000098842	80
Gm2791	ENSMUSG00000114280	505
Gm27910	ENSMUSG00000098585	107
Gm27913	ENSMUSG00000098998	173
Gm27919	ENSMUSG00000098939	107
Gm2792	ENSMUSG00000116812	3159
Gm27920	ENSMUSG00000099088	96
Gm27921	ENSMUSG00000099089	108
Gm27924	ENSMUSG00000099022	60
Gm27926	ENSMUSG00000087805	66
Gm27927	ENSMUSG00000098743	126
Gm27928	ENSMUSG00000099039	256
Gm27931	ENSMUSG00000098908	129
Gm27934	ENSMUSG00000089420	63
Gm27935	ENSMUSG00000098507	79
Gm27937	ENSMUSG00000098503	88
Gm27940	ENSMUSG00000099208	98
Gm27941	ENSMUSG00000099209	142
Gm27942	ENSMUSG00000099206	101
Gm27943	ENSMUSG00000099204	116
Gm27944	ENSMUSG00000099205	103
Gm27952	ENSMUSG00000098314	105
Gm27953	ENSMUSG00000098312	143
Gm27956	ENSMUSG00000093345	260
Gm27957	ENSMUSG00000098595	127
Gm27959	ENSMUSG00000098877	111
Gm2796	ENSMUSG00000107500	496
Gm27960	ENSMUSG00000098874	184
Gm27964	ENSMUSG00000098878	62
Gm27970	ENSMUSG00000098298	407
Gm27972	ENSMUSG00000098626	137
Gm27974	ENSMUSG00000098622	105
Gm27975	ENSMUSG00000098629	101
Gm27975	ENSMUSG00000111784	101
Gm27976	ENSMUSG00000098628	162
Gm27977	ENSMUSG00000098642	111
Gm27979	ENSMUSG00000099108	56
Gm27980	ENSMUSG00000099179	169
Gm27985	ENSMUSG00000099173	378
Gm27987	ENSMUSG00000099287	93
Gm27989	ENSMUSG00000099285	107
Gm27991	ENSMUSG00000099280	137
Gm27993	ENSMUSG00000098423	85
Gm27995	ENSMUSG00000098399	100
Gm27997	ENSMUSG00000098396	69
Gm27998	ENSMUSG00000098395	361
Gm27999	ENSMUSG00000098394	193
Gm2800	ENSMUSG00000084871	641
Gm28000	ENSMUSG00000098393	85
Gm28001	ENSMUSG00000098392	117
Gm28002	ENSMUSG00000098982	100
Gm28003	ENSMUSG00000098983	68
Gm28006	ENSMUSG00000098986	122
Gm28008	ENSMUSG00000098988	186
Gm28010	ENSMUSG00000095555	126
Gm28011	ENSMUSG00000099328	175
Gm28016	ENSMUSG00000099323	196
Gm28017	ENSMUSG00000099322	126
Gm28018	ENSMUSG00000099228	110
Gm28019	ENSMUSG00000094041	101
Gm28020	ENSMUSG00000088364	67
Gm28022	ENSMUSG00000098903	46
Gm28023	ENSMUSG00000098901	60
Gm28023	ENSMUSG00000116219	736
Gm2803	ENSMUSG00000115607	634
Gm28030	ENSMUSG00000098711	138
Gm28032	ENSMUSG00000098717	96
Gm28033	ENSMUSG00000098716	96
Gm28035	ENSMUSG00000099041	4238
Gm28036	ENSMUSG00000098950	1763.75
Gm28037	ENSMUSG00000098371	611
Gm28038	ENSMUSG00000098794	378
Gm28039	ENSMUSG00000098302	254
Gm28040	ENSMUSG00000098306	1177.5
Gm28040	ENSMUSG00000115958	621
Gm28041	ENSMUSG00000098692	779
Gm28042	ENSMUSG00000033852	3295
Gm28043	ENSMUSG00000098374	6521
Gm28044	ENSMUSG00000098781	438.5
Gm28047	ENSMUSG00000052414	1611
Gm2805	ENSMUSG00000116536	514
Gm28050	ENSMUSG00000099061	556
Gm28051	ENSMUSG00000098530	445
Gm28052	ENSMUSG00000099329	902
Gm28053	ENSMUSG00000098715	430.666666666667
Gm28054	ENSMUSG00000099823	872
Gm28055	ENSMUSG00000101741	936.5
Gm28057	ENSMUSG00000100854	615
Gm28058	ENSMUSG00000099753	264
Gm28060	ENSMUSG00000100376	189
Gm28061	ENSMUSG00000102113	807
Gm28064	ENSMUSG00000100929	858
Gm28065	ENSMUSG00000102121	833
Gm28066	ENSMUSG00000099918	472
Gm28068	ENSMUSG00000100287	3503
Gm28069	ENSMUSG00000101082	214
Gm28070	ENSMUSG00000101673	445
Gm28071	ENSMUSG00000100397	478
Gm28072	ENSMUSG00000099551	444.5
Gm28073	ENSMUSG00000101424	529.5
Gm28074	ENSMUSG00000100715	967
Gm28075	ENSMUSG00000100905	354
Gm28076	ENSMUSG00000100616	410
Gm28077	ENSMUSG00000099715	1635
Gm28078	ENSMUSG00000101342	874
Gm28079	ENSMUSG00000099550	604.4
Gm2808	ENSMUSG00000116560	3159
Gm28080	ENSMUSG00000101369	722
Gm28081	ENSMUSG00000099555	967
Gm28082	ENSMUSG00000100278	968
Gm28083	ENSMUSG00000100893	538
Gm28085	ENSMUSG00000100931	1137
Gm28086	ENSMUSG00000101378	317
Gm28087	ENSMUSG00000100123	767
Gm28088	ENSMUSG00000101775	845.333333333333
Gm28089	ENSMUSG00000100415	852
Gm28090	ENSMUSG00000101489	664
Gm28091	ENSMUSG00000100565	529.5
Gm28092	ENSMUSG00000101379	174
Gm28093	ENSMUSG00000099347	696
Gm28094	ENSMUSG00000100381	390
Gm28095	ENSMUSG00000100868	1515
Gm28096	ENSMUSG00000100189	824
Gm28097	ENSMUSG00000100542	366
Gm28098	ENSMUSG00000099929	699
Gm28099	ENSMUSG00000099566	699
Gm281	ENSMUSG00000084902	2952
Gm2810	ENSMUSG00000082938	990
Gm28100	ENSMUSG00000100108	582
Gm28101	ENSMUSG00000100624	697
Gm28102	ENSMUSG00000101915	924
Gm28103	ENSMUSG00000100682	416
Gm28104	ENSMUSG00000100352	2168
Gm28105	ENSMUSG00000101250	694
Gm28106	ENSMUSG00000101646	615
Gm28107	ENSMUSG00000100355	696
Gm28108	ENSMUSG00000101931	967.5
Gm28109	ENSMUSG00000101866	2167
Gm28110	ENSMUSG00000100695	315
Gm28111	ENSMUSG00000101411	1393
Gm28112	ENSMUSG00000099954	1875
Gm28113	ENSMUSG00000099414	229
Gm28114	ENSMUSG00000100375	379
Gm28115	ENSMUSG00000100462	360
Gm28116	ENSMUSG00000099467	387
Gm28117	ENSMUSG00000101140	371
Gm28118	ENSMUSG00000099618	294
Gm28119	ENSMUSG00000100158	298
Gm28120	ENSMUSG00000100406	315
Gm28121	ENSMUSG00000100050	339
Gm28122	ENSMUSG00000101898	615
Gm28123	ENSMUSG00000101238	696
Gm28124	ENSMUSG00000099480	968
Gm28125	ENSMUSG00000101201	615
Gm28126	ENSMUSG00000100298	356
Gm28127	ENSMUSG00000101560	529.5
Gm28128	ENSMUSG00000101954	174
Gm28129	ENSMUSG00000099650	444.5
Gm28130	ENSMUSG00000099380	852
Gm28131	ENSMUSG00000101412	847.333333333333
Gm28132	ENSMUSG00000099348	166
Gm28133	ENSMUSG00000099533	798
Gm28133	ENSMUSG00000101256	798
Gm28134	ENSMUSG00000099778	2166
Gm28135	ENSMUSG00000101512	969
Gm28136	ENSMUSG00000099402	498.9
Gm28136	ENSMUSG00000100988	498.9
Gm28137	ENSMUSG00000101274	416
Gm28137	ENSMUSG00000101758	416
Gm28138	ENSMUSG00000099395	2167
Gm28138	ENSMUSG00000099919	2167
Gm28139	ENSMUSG00000101338	643
Gm2814	ENSMUSG00000109291	1277
Gm28140	ENSMUSG00000100180	1271
Gm28141	ENSMUSG00000100047	342
Gm28142	ENSMUSG00000101142	698
Gm28143	ENSMUSG00000100933	109
Gm28144	ENSMUSG00000101858	699
Gm28145	ENSMUSG00000100460	380
Gm28146	ENSMUSG00000100239	701
Gm28147	ENSMUSG00000101366	621
Gm28148	ENSMUSG00000101331	697
Gm28149	ENSMUSG00000101672	378
Gm28150	ENSMUSG00000100804	614
Gm28151	ENSMUSG00000100213	951
Gm28152	ENSMUSG00000101282	965.5
Gm28153	ENSMUSG00000099895	629
Gm28154	ENSMUSG00000100053	4218
Gm28155	ENSMUSG00000099428	151
Gm28156	ENSMUSG00000101925	1136
Gm28157	ENSMUSG00000101981	2165
Gm28158	ENSMUSG00000100148	696
Gm28159	ENSMUSG00000099734	696
Gm28160	ENSMUSG00000100723	315
Gm28161	ENSMUSG00000099805	614
Gm28162	ENSMUSG00000101349	615
Gm28163	ENSMUSG00000100796	325
Gm28164	ENSMUSG00000101936	442
Gm28165	ENSMUSG00000100295	694
Gm28166	ENSMUSG00000101287	620
Gm28167	ENSMUSG00000101042	550
Gm28168	ENSMUSG00000101415	2630
Gm28169	ENSMUSG00000099534	345
Gm28170	ENSMUSG00000101779	529.5
Gm28171	ENSMUSG00000100634	1226
Gm28172	ENSMUSG00000099404	506
Gm28173	ENSMUSG00000100056	1496
Gm28174	ENSMUSG00000100115	370
Gm28175	ENSMUSG00000101299	938
Gm28176	ENSMUSG00000101771	529.5
Gm28177	ENSMUSG00000101628	3532
Gm28178	ENSMUSG00000099878	2943
Gm28179	ENSMUSG00000099393	494.666666666667
Gm28180	ENSMUSG00000101295	722
Gm28181	ENSMUSG00000100357	687
Gm28182	ENSMUSG00000101596	2477
Gm28183	ENSMUSG00000101394	1406
Gm28184	ENSMUSG00000101159	67
Gm28185	ENSMUSG00000099626	694
Gm28186	ENSMUSG00000100683	679
Gm28187	ENSMUSG00000099375	2134
